Address,Age,City,Education,Employment,Fertility,FirstName,FullName,Gender,HairColor,Height,LastName,MiddleI,Race,Salary,State,Weight,Zip
6825 W. 75th Blvd.,41,Chico,4YD,U,2,Glen,Glen F. Hill,M,Brown,68.45,Hill,F.,W,72.0,CA,167,70379
3655 E. Hill Street,26,Blackwater,HS,S,3,Cozzie,Cozzie J. Gibson,F,Black,67.79,Gibson,J.,B,49.92,IL,125,22764
9377 S. Lake Street,24,Mordor,HS,C,5,Dominga,Dominga D. Molina,F,Black,60.72,Molina,D.,H,49.53,GA,133,71000
2615 N. Elm Road,40,King's Landing,PHD,U,2,Tadame,Tadame A. Chiu,F,Black,60.92,Chiu,A.,O,55.38,RI,196,91852
5209 S. Garfield Road,34,Mordor,GS,U,2,Danica,Danica B. Marshall,F,Black,69.92,Marshall,B.,W,48.36,GA,116,48819
6787 N. Washington Avenue,26,Atlantis,4YD,C,1,Lawrence,Lawrence E. Thompson,M,Blonde,69.24,Thompson,E.,W,63.5,WY,147,61099
1399 E. National Avenue,36,Dawnstar,GS,E,2,Tara,Tara A. Mcdonald,F,Brown,64.49,Mcdonald,A.,W,39.0,AL,131,36711
5301 S. Pearl Road,27,Pythonville,MAS,C,6,Chantesuta,Chantesuta G. Hunter,F,Black,62.64,Hunter,G.,I,47.58,MI,173,18384
7253 E. Townsend Road,50,Smalltown,PHD,H,2,Walter,Walter M. Stewart,M,Blonde,72.21,Stewart,M.,W,51.0,WV,206,64433
8280 W. North Blvd.,75,Balmora,MAS,H,2,Diane,Diane A. Wells,F,Black,66.74,Wells,A.,W,55.38,PA,142,67464
5246 E. Cedar Road,28,South Park,GS,L,1,Drew,Drew E. Carter,M,Brown,73.53,Carter,E.,W,71.0,NM,224,88501
8939 E. Pearl Street,47,Fresno,GS,S,3,Janet,Janet L. Hill,F,Blonde,66.75,Hill,L.,W,57.330000000000005,CA,176,29858
1482 W. Oak Street,32,Olympus,HS,S,1,Christopher,Christopher L. Ryan,M,Brown,71.9,Ryan,L.,W,61.0,AZ,201,90457
6266 N. Holton Avenue,32,Fresno,2YD,L,2,Amber,Amber M. Cooper,F,Brown,60.76,Cooper,M.,W,49.53,CA,190,52512
3027 W. Washington Road,55,South Park,GS,U,2,Ty,Ty D. Lee,M,Brown,68.52,Lee,D.,W,51.0,NC,190,18588
2805 W. 17th Street,32,Dawnstar,GS,S,2,Crystal,Crystal E. Sullivan,F,Brown,71.44,Sullivan,E.,W,41.34,MA,129,94403
2302 N. Oak Street,70,Bedrock,2YD,L,1,Jake,Jake S. Anderson,M,Brown,68.8,Anderson,S.,W,55.0,KS,155,41496
7686 W. Hill Road,35,South Park,2YD,U,2,Thelma,Thelma M. Price,F,Black,69.84,Price,M.,W,49.53,MT,142,70903
4724 N. Lake Blvd.,28,Springfield,2YD,C,3,Gina,Gina M. Harris,F,Red,64.13,Harris,M.,W,41.34,KY,137,60320
116 S. Cedar Avenue,59,Thundera,MAS,E,0,Brent,Brent D. Kelly,M,Brown,63.23,Kelly,D.,W,58.5,NC,190,39532
4631 S. Locust Street,23,Lakeview,4YD,C,0,Santana,Santana D. Freeman,M,Black,70.4,Freeman,D.,B,74.0,WA,177,34866
874 S. GreenField Avenue,30,Eerie,GS,C,0,Abigail,Abigail M. Robinson,F,Blonde,69.23,Robinson,M.,W,44.85,KY,121,15250
178 S. Park Road,60,Sunnydale,HS,L,1,Chiana,Chiana R. Hill,F,Black,62.14,Hill,R.,I,53.43,WA,185,44897
9085 S. Chambers Blvd.,66,Tampa,HS,L,2,Alexander,Alexander L. Padilla,M,Black,72.04,Padilla,L.,H,64.0,FL,184,94559
3425 E. 84th Street,51,Thundera,PHD,L,1,Darleen,Darleen J. Stone,F,Blonde,64.28,Stone,J.,W,57.72,MA,113,56217
3167 S. 75th Street,57,Smalltown,MAS,L,2,Arlene,Arlene M. Olson,F,Brown,66.81,Olson,M.,W,47.58,KS,181,34492
2463 S. Elm Road,31,Oldtown,PHD,C,0,Keegan,Keegan F. Cox,M,Red,71.58,Cox,F.,W,61.0,SC,192,62788
1063 S. Arthur Road,68,Olympus,4YD,C,2,Judy,Judy A. Simmons,F,Black,61.62,Simmons,A.,W,44.07,MN,116,53934
6839 E. GreenField Avenue,56,Sacramento,2YD,U,1,Kiko,Kiko D. Montoya,M,Black,58.57,Montoya,D.,H,57.5,CA,185,32935
3445 N. Becher Street,44,Olympus,4YD,L,2,Jose,Jose F. Wells,M,Blonde,70.58,Wells,F.,W,74.0,MO,174,17212
2124 W. 91st Street,29,Braavos,MAS,E,1,Maureen,Maureen A. Murphy,F,Blonde,65.65,Murphy,A.,W,53.43,OK,173,17775
8504 N. 84th Blvd.,42,Smalltown,GS,S,1,Abraham,Abraham C. Howard,M,Red,69.42,Howard,C.,W,60.0,NH,166,69886
5867 E. Becker Blvd.,56,Fresno,2YD,U,3,Christine,Christine M. Stewart,F,Black,64.61,Stewart,M.,W,39.0,CA,150,95440
87 S. Park Street,72,Lakeview,4YD,S,1,Cole,Cole J. Peters,M,Brown,67.29,Peters,J.,W,55.0,PA,161,93062
8905 S. Park Blvd.,46,Bedrock,PHD,L,1,Connor,Connor G. Fisher,M,Blonde,66.54,Fisher,G.,W,72.0,IL,175,14423
3033 S. Becker Street,41,Bedrock,MAS,S,3,Tonya,Tonya N. Fisher,F,Brown,64.36,Fisher,N.,W,47.58,KY,146,75816
415 N. Elm Road,18,Epicburg,HS,H,4,Aray,Aray J. Hughes,M,Black,68.26,Hughes,J.,B,60.0,NC,173,42060
4865 N. Center Street,25,New York,HS,L,1,Christina,Christina L. Powell,F,Brown,63.58,Powell,L.,W,41.34,NY,210,64413
3962 E. Oak Street,63,Fresno,2YD,S,4,Damian,Damian G. Hoffman,M,Brown,64.77,Hoffman,G.,W,50.0,CA,211,43775
2077 S. Park Blvd.,32,Westworld,HS,C,2,Damien,Damien J. Cole,M,Brown,66.75,Cole,J.,W,71.0,MD,198,43656
7680 E. Cedar Road,31,Bedrock,MAS,H,1,Hermógenes,Hermógenes J. Suarez,M,Black,69.27,Suarez,J.,H,63.5,IN,186,89461
9307 W. Center Street,46,Braavos,GS,H,1,Radd,Radd W. Foster,M,Black,67.19,Foster,W.,B,61.0,TN,172,78904
916 N. Townsend Road,36,Faketown,GS,C,1,Armstrong,Armstrong R. Grant,M,Black,62.84,Grant,R.,B,56.5,IL,227,38166
1135 W. Elm Road,56,Faketown,GS,E,3,Damian,Damian J. Ryan,M,Brown,67.56,Ryan,J.,W,58.5,GA,221,60656
1497 W. Elm Road,31,Chico,2YD,E,2,Cynthia,Cynthia H. Hayes,F,Black,67.74,Hayes,H.,W,42.9,CA,159,18331
3362 W. National Avenue,27,King's Landing,GS,U,2,Joe,Joe D. Johnson,M,Brown,73.78,Johnson,D.,W,65.0,MA,206,56248
2175 S. Pine Road,32,Metropolis,2YD,L,5,Sylvester,Sylvester A. Dixon,M,Black,70.02,Dixon,A.,B,60.0,WV,179,60878
5714 S. North Street,33,Dawnstar,GS,L,1,Tashelle,Tashelle E. Nelson,F,Black,68.07,Nelson,E.,B,44.07,KS,118,42721
2127 W. 91st Street,69,Buffalo,HS,S,2,Sarah,Sarah M. Burns,F,Red,60.96,Burns,M.,W,49.53,NY,203,50108
1702 W. Locust Street,34,Chico,MAS,H,3,Spencer,Spencer G. Sullivan,M,Black,67.89,Sullivan,G.,W,74.0,CA,193,19490
8687 W. 95th Street,69,Oldtown,PHD,S,2,Hazel,Hazel I. Howard,F,Red,64.32,Howard,I.,W,39.0,WA,127,64421
696 S. Townsend Road,37,Gotham,MAS,C,2,Bernard,Bernard D. Wright,M,Red,72.28,Wright,D.,W,68.5,GA,189,16304
8797 W. Arthur Street,37,Faketown,MAS,E,1,Jessica,Jessica N. Weaver,F,Blonde,60.29,Weaver,N.,W,49.53,IL,151,53182
294 S. Oak Road,25,Oldtown,HS,H,3,Charlotte,Charlotte M. Bailey,F,Brown,66.37,Bailey,M.,W,44.07,PA,111,26236
5714 S. Locust Street,25,Pythonville,4YD,C,2,Johnny,Johnny D. Bailey,M,Blonde,73.32,Bailey,D.,W,55.0,TN,183,11528
2451 S. Becher Blvd.,70,New York,2YD,E,1,Phyllis,Phyllis D. Sullivan,F,Blonde,66.15,Sullivan,D.,W,50.7,NY,126,80856
6341 W. Pearl Road,71,Faketown,MAS,H,0,Danielle,Danielle A. Marshall,F,Blonde,61.99,Marshall,A.,W,44.85,NE,146,41631
6545 S. Holton Avenue,43,Gotham,GS,H,2,Cetanwakuwa,Cetanwakuwa L. Barnes,M,Black,66.29,Barnes,L.,I,68.5,ND,182,26428
1585 W. Hill Road,52,Atlantis,MAS,C,2,Annette,Annette L. Barnes,F,Blonde,64.57,Barnes,L.,W,42.9,AZ,159,53411
1719 N. Cedar Street,64,Blackwater,4YD,U,2,Vicki,Vicki E. Gray,F,Red,60.98,Gray,E.,W,57.72,MN,118,26263
3152 S. Cedar Avenue,42,South Park,MAS,U,2,Sanaullah,Sanaullah Nassar,M,Black,66.8,Nassar, ,A,68.5,PA,144,38727
8817 E. Lake Blvd.,31,King's Landing,2YD,L,1,Suzanne,Suzanne M. Robinson,F,Brown,67.39,Robinson,M.,W,47.58,AL,171,12002
1908 S. Chambers Street,70,Epicburg,MAS,U,2,Joyce,Joyce M. Graham,F,Brown,61.5,Graham,M.,W,46.800000000000004,PA,147,58987
3888 N. 17th Street,76,Daytona Beach,MAS,C,2,Sherry,Sherry C. Cole,F,Black,65.45,Cole,C.,W,47.58,FL,165,44575
1269 E. Hill Avenue,35,Faketown,2YD,U,1,Hideko,Hideko E. Chiang,F,Black,67.0,Chiang,E.,O,42.9,NC,178,46593
6609 W. Pearl Road,53,Atlantis,4YD,H,2,Emily,Emily E. Jackson,F,Brown,61.58,Jackson,E.,W,46.800000000000004,GA,152,26485
8728 W. Garfield Road,73,Metropolis,2YD,L,2,Camden,Camden F. Cox,M,Red,69.76,Cox,F.,W,73.5,ND,195,39495
5612 E. 34 Street,22,Lakeview,HS,C,3,Alyson,Alyson M. Jones,F,Brown,61.27,Jones,M.,W,39.0,AR,160,72245
6370 W. Hill Street,19,Valyria,HS,C,1,Andri,Andri J. Sanders,M,Black,64.78,Sanders,J.,B,64.0,MA,171,84398
9410 N. 75th Street,20,Fresno,GS,S,0,Timothy,Timothy D. Jones,M,Black,61.12,Jones,D.,W,64.0,CA,180,52656
2893 N. North Street,45,Chico,MAS,U,1,Kellan,Kellan G. Rogers,M,Brown,70.63,Rogers,G.,W,51.0,CA,211,12622
7774 S. Main Street,34,Midland,HS,C,2,Lanecia,Lanecia C. Matthews,F,Black,66.57,Matthews,C.,B,48.36,TX,149,30146
4763 N. 84th Street,37,Thundera,2YD,S,0,Terri,Terri E. Sanders,F,Red,70.11,Sanders,E.,W,49.92,DE,151,80977
2322 N. Oak Road,52,Bedrock,MAS,S,2,Felipe,Felipe D. Ramos,M,Black,65.27,Ramos,D.,H,56.5,WA,161,46283
4826 E. Clarke Blvd.,32,Springfield,GS,S,3,Patrick,Patrick J. Reynolds,M,Blonde,69.92,Reynolds,J.,W,72.0,IL,163,92558
4520 N. Main Street,54,Epicburg,GS,U,0,Koichi,Koichi D. Lo,M,Black,65.04,Lo,D.,O,74.0,AR,149,44796
6548 S. National Avenue,27,Vice City,HS,E,2,Kennedy,Kennedy G. Banks,F,Black,63.6,Banks,G.,B,56.160000000000004,GA,209,39793
2731 S. Hill Road,76,River West,2YD,E,0,Eva,Eva R. Ellis,F,Red,61.29,Ellis,R.,W,50.7,MA,145,29074
2174 W. Washington Road,65,Faketown,MAS,U,0,Andre,Andre L. Kelley,M,Black,69.88,Kelley,L.,W,65.0,SD,184,22577
1161 S. Hill Avenue,76,River West,HS,C,3,Autry,Autry T. White,M,Black,70.02,White,T.,B,60.0,KS,187,56435
1349 N. High Street,25,Smalltown,4YD,S,0,Colis,Colis C. Smith,M,Black,66.39,Smith,C.,B,63.5,IL,146,79233
7258 S. North Blvd.,39,Atlantis,MAS,C,2,Darleen,Darleen G. Cooper,F,Brown,62.82,Cooper,G.,W,56.160000000000004,KY,201,43372
4496 N. Arthur Road,41,River West,2YD,E,1,Esther,Esther M. Murphy,F,Blonde,65.28,Murphy,M.,W,49.53,LA,114,14744
8697 W. Arthur Road,61,South Park,MAS,H,5,Roy,Roy D. Rogers,M,Brown,68.21,Rogers,D.,W,50.0,KS,192,43695
777 E. Pine Street,29,Waco,MAS,C,2,Rosemary,Rosemary A. Mcdonald,F,Brown,60.07,Mcdonald,A.,W,41.34,TX,130,82641
1362 S. Washington Street,61,Springfield,PHD,C,2,Danielle,Danielle J. Nichols,F,Brown,60.38,Nichols,J.,W,45.63,IL,158,44272
2558 S. Arthur Road,39,Dawnstar,GS,L,0,Otavia,Otavia C. Ayala,F,Black,62.84,Ayala,C.,H,56.160000000000004,AR,126,81178
1227 S. High Blvd.,42,South Park,MAS,C,0,Buena,Buena M. Rojas,F,Black,59.24,Rojas,M.,H,42.9,OR,155,56780
9147 E. 91st Blvd.,57,New York,PHD,S,2,Brooke,Brooke J. Peterson,F,Red,64.99,Peterson,J.,W,55.38,NY,130,78094
8197 N. Becher Street,49,Madison,HS,C,7,Mattie,Mattie D. Jefferson,F,Black,65.04,Jefferson,D.,B,57.72,WI,151,31255
8466 E. High Blvd.,24,Braavos,HS,U,2,Alexander,Alexander J. Carter,M,Brown,73.01,Carter,J.,W,50.0,AZ,172,16588
5413 W. Pine Street,33,South Park,MAS,L,1,Juanita,Juanita D. Miller,F,Brown,63.79,Miller,D.,W,44.07,ID,192,32249
6892 S. Holton Avenue,23,Chico,GS,E,1,Jacob,Jacob D. Cole,M,Brown,69.1,Cole,D.,W,53.0,CA,184,88094
2152 S. Becher Road,23,Bedrock,4YD,E,2,Beverly,Beverly A. Peterson,F,Brown,63.65,Peterson,A.,W,46.800000000000004,MA,135,49807
2731 S. Hill Avenue,19,Sunnydale,GS,C,2,Abanus,Abanus C. Miller,M,Black,72.74,Miller,C.,B,74.0,NJ,184,62113
7055 N. Cedar Road,70,Epicburg,PHD,L,2,Dale,Dale F. Long,M,Brown,73.24,Long,F.,W,74.0,IL,165,75844
8099 N. Cedar Street,27,Los Angeles,4YD,U,2,Adam,Adam A. Ryan,M,Brown,73.11,Ryan,A.,W,65.0,CA,175,79775
3988 N. 91st Street,45,Fresno,2YD,S,3,Danielle,Danielle L. Pfeifer,F,Blonde,62.27,Pfeifer,L.,W,55.38,CA,161,32370
8442 S. Becker Blvd.,32,Metropolis,PHD,S,0,Tonya,Tonya M. Morris,F,Brown,66.05,Morris,M.,W,56.160000000000004,NM,179,46307
4641 S. Cedar Street,60,Westworld,GS,L,0,Nafeeza,Nafeeza Guirguis,F,Black,58.97,Guirguis, ,A,50.7,MS,187,49307
6989 W. Pine Road,52,Lakeview,PHD,S,1,Shane,Shane A. Meyer,M,Brown,67.42,Meyer,A.,W,56.5,IA,203,74137
1295 S. Lake Blvd.,70,Balmora,2YD,H,1,Makayla,Makayla E. Wilson,F,Black,64.45,Wilson,E.,B,48.36,MS,119,85475
286 E. Lake Road,25,Olympus,HS,S,4,Theresa,Theresa R. Henderson,F,Brown,65.47,Henderson,R.,W,45.63,MD,204,51328
8690 W. High Street,56,Westworld,4YD,E,0,Norma,Norma M. Turner,F,Blonde,68.16,Turner,M.,W,55.38,IL,163,52597
6750 S. Arthur Street,60,Buffalo,4YD,U,1,Roger,Roger J. Nelson,M,Brown,70.15,Nelson,J.,W,50.0,NY,172,69974
2163 S. Hill Avenue,52,Lake Delton,PHD,L,2,Joyce,Joyce E. Murphy,F,Brown,64.71,Murphy,E.,W,49.53,WI,165,61719
6867 N. Park Road,25,Chico,2YD,E,0,Ciara,Ciara E. Henry,F,Black,61.47,Henry,E.,B,57.330000000000005,CA,174,17038
9401 E. Pearl Road,68,Faketown,2YD,U,1,Karter,Karter T. Burns,M,Brown,71.54,Burns,T.,W,74.0,PA,149,15048
7050 W. Townsend Road,49,Bedrock,HS,H,1,Jade,Jade A. Martinez,F,Black,61.32,Martinez,A.,H,47.58,WY,145,25444
3689 W. Hill Street,70,Winterfell,HS,S,2,Lydia,Lydia J. Walker,F,Red,62.38,Walker,J.,W,42.9,NC,126,35545
5949 S. Becker Street,67,Sunnydale,2YD,S,2,Kimberly,Kimberly A. Adams,F,Black,65.65,Adams,A.,W,42.9,ND,117,39498
7308 N. Clarke Street,31,Green Bay,4YD,E,1,Sally,Sally H. Harris,F,Blonde,62.59,Harris,H.,W,39.78,WI,135,41059
9058 S. Becker Street,66,Fresno,4YD,L,1,Lynn,Lynn A. Phillips,F,Red,64.0,Phillips,A.,W,50.7,CA,134,70396
6785 E. Lake Avenue,50,Lakeview,HS,L,0,Darlene,Darlene E. Wood,F,Black,69.31,Wood,E.,W,57.330000000000005,MD,135,15508
6464 W. Cedar Avenue,29,Fresno,HS,H,3,Stanley,Stanley L. Fisher,M,Brown,69.17,Fisher,L.,W,53.0,CA,179,68222
7661 E. 95th Blvd.,75,Miami,4YD,C,0,Jennifer,Jennifer A. Hoffman,F,Brown,61.62,Hoffman,A.,W,47.58,FL,139,81977
4962 S. Pine Street,66,Eerie,MAS,C,0,Cheryl,Cheryl N. Reynolds,F,Blonde,59.08,Reynolds,N.,W,41.34,NM,172,59620
5511 W. Washington Road,23,Vice City,HS,S,0,Cheyenne,Cheyenne J. Collins,M,Black,66.01,Collins,J.,I,56.5,OH,164,87863
719 W. 34 Street,30,Smalltown,4YD,H,2,Xiuying,Xiuying E. Yu,F,Black,59.68,Yu,E.,O,44.85,MS,165,59241
3390 S. 34 Street,74,Westworld,HS,L,1,Susan,Susan C. Wright,F,Brown,61.61,Wright,C.,W,42.9,IL,145,70516
8071 E. Wright Street,22,King's Landing,2YD,L,0,Laura,Laura B. Fisher,F,Brown,67.6,Fisher,B.,W,49.53,CO,150,95415
6620 W. Elm Blvd.,75,Racine,4YD,U,1,Damian,Damian G. Alexander,M,Black,72.15,Alexander,G.,W,56.5,WI,188,68187
8890 W. Center Blvd.,27,Eerie,4YD,E,2,Jonah,Jonah G. King,M,Brown,71.69,King,G.,W,57.5,WV,177,43524
8701 E. GreenField Avenue,58,Epicburg,PHD,U,0,Abdul Hafiz,Abdul Hafiz Nader,M,Black,66.61,Nader, ,A,65.0,IA,167,68692
2818 S. 84th Street,57,Thundera,4YD,L,2,Gerald,Gerald F. Allen,M,Black,78.76,Allen,F.,W,74.0,SC,154,25446
8714 S. 75th Street,46,Fresno,GS,C,2,Kathy,Kathy G. Harris,F,Black,61.24,Harris,G.,W,49.53,CA,125,88378
2339 W. GreenField Avenue,53,Dawnstar,MAS,L,3,Kimberly,Kimberly A. Mitchell,F,Blonde,69.19,Mitchell,A.,W,41.34,MA,148,69344
136 S. 95th Street,26,Pythonville,HS,C,2,Jaxon,Jaxon W. West,M,Blonde,66.25,West,W.,W,71.0,CT,192,75771
3271 W. 75th Street,61,Balmora,HS,C,3,Trenton,Trenton F. Long,M,Brown,73.39,Long,F.,W,58.5,OH,179,45846
9540 S. Elm Blvd.,67,Balmora,PHD,H,3,Joanne,Joanne A. Kelley,F,Blonde,58.75,Kelley,A.,W,44.85,SC,142,22207
2400 E. Locust Street,35,Springfield,4YD,E,1,Alberta,Alberta C. Gray,F,Brown,62.77,Gray,C.,W,48.36,SC,155,94368
5917 N. Maple Street,22,Racine,GS,E,0,Natalie,Natalie D. Wallace,F,Brown,61.87,Wallace,D.,W,39.78,WI,128,40812
5908 N. Locust Street,68,Springfield,HS,S,1,Shawnte,Shawnte R. Thompson,M,Black,64.55,Thompson,R.,B,64.0,GA,169,27819
8764 E. Elm Road,66,Balmora,GS,H,4,Donovan,Donovan F. Patterson,M,Black,72.13,Patterson,F.,W,55.0,IL,213,27899
4515 S. High Street,27,Faketown,GS,U,2,Tara,Tara A. Pfeifer,F,Brown,68.83,Pfeifer,A.,W,39.78,SC,151,90441
4462 S. Becher Street,44,Olympus,PHD,C,1,Max,Max L. Smith,M,Blonde,72.19,Smith,L.,W,63.5,AZ,170,64309
2290 N. Pine Street,64,Thundera,HS,U,2,Cavin,Cavin C. Russell,M,Black,76.99,Russell,C.,B,74.0,MN,166,55780
8895 S. Lake Road,51,Gotham,GS,H,5,Adaline,Adaline A. Stewart,F,Brown,65.49,Stewart,A.,W,49.53,VT,161,30354
3972 N. Townsend Road,73,River West,HS,U,2,Diane,Diane L. Williams,F,Black,67.41,Williams,L.,W,56.160000000000004,NC,139,33463
359 N. National Avenue,43,Gotham,GS,E,1,Alyssa,Alyssa J. Collins,F,Black,60.12,Collins,J.,W,39.78,VA,127,81364
7804 N. Main Street,69,Mordor,GS,L,0,Kasen,Kasen R. Campbell,M,Brown,69.41,Campbell,R.,W,73.5,VA,157,11572
5659 W. Becher Road,30,Epicburg,4YD,S,3,Carsandra,Carsandra L. Hughes,F,Black,62.92,Hughes,L.,B,39.0,PA,133,15853
2100 E. Wright Street,25,Chico,HS,H,1,Mitchell,Mitchell J. Reynolds,M,Red,70.67,Reynolds,J.,W,56.5,CA,165,47328
9400 W. Hill Avenue,47,Balmora,MAS,L,3,Jackie,Jackie A. Hayes,F,Brown,64.29,Hayes,A.,W,56.160000000000004,IL,142,53533
9512 W. Cedar Avenue,47,Sacramento,2YD,H,2,Hemakshi,Hemakshi M. Tran,F,Black,59.83,Tran,M.,O,57.72,CA,159,80262
7886 S. Garfield Road,64,Sunnydale,2YD,E,2,Reggis,Reggis F. Allen,M,Black,64.35,Allen,F.,B,50.0,OR,228,20399
1656 S. Becher Road,18,Chico,GS,E,2,Rachel,Rachel M. Martin,F,Blonde,66.14,Martin,M.,W,45.63,CA,128,30074
6197 W. Park Street,41,Buffalo,GS,U,0,Barabara,Barabara L. Jones,F,Blonde,63.7,Jones,L.,W,57.330000000000005,NY,138,80470
3094 W. Pearl Blvd.,39,Eerie,PHD,E,2,Souley,Souley D. Kelly,M,Black,70.7,Kelly,D.,B,73.5,ID,154,39776
6540 E. High Street,62,New York,HS,E,3,Joseph,Joseph J. King,M,Red,68.79,King,J.,W,63.5,NY,192,25552
6760 S. Park Street,64,Eerie,GS,H,3,Peta,Peta L. Rivera,F,Black,61.8,Rivera,L.,H,57.72,LA,125,41697
8429 W. Lake Road,44,Valyria,MAS,E,1,Tawni,Tawni J. Washington,F,Black,66.16,Washington,J.,B,45.63,AL,153,49281
5515 S. Locust Street,51,Los Angeles,HS,E,0,Gorose,Gorose J. Chan,M,Black,65.9,Chan,J.,O,73.5,CA,164,73597
6779 E. Elm Street,36,Winterfell,GS,E,2,Anthony,Anthony E. Stone,M,Brown,77.09,Stone,E.,W,72.0,VA,200,64406
1014 N. Cedar Road,75,Atlantis,HS,C,1,Edgardo,Edgardo A. Lopez,M,Black,69.47,Lopez,A.,H,72.0,AZ,185,75758
4625 E. 91st Street,28,Atlantis,GS,U,2,Samantha,Samantha M. Thompson,F,Brown,61.95,Thompson,M.,W,53.43,WA,159,44677
6980 N. Washington Street,76,Eerie,PHD,S,1,Karter,Karter D. Pfeifer,M,Brown,67.85,Pfeifer,D.,W,62.0,MN,191,90856
4802 N. Washington Blvd.,72,South Park,2YD,S,2,Kason,Kason F. Cooper,M,Black,68.45,Cooper,F.,W,68.5,KY,170,25057
559 N. Cedar Street,65,Midland,MAS,L,2,Brittany,Brittany B. Price,F,Black,64.52,Price,B.,W,50.7,TX,122,83389
4127 N. Main Blvd.,37,Buffalo,PHD,E,0,Kase,Kase J. Morris,M,Blonde,66.43,Morris,J.,W,55.0,NY,163,81074
7062 N. Elm Street,26,Westworld,GS,E,1,Pedro,Pedro S. Campos,M,Black,70.73,Campos,S.,H,60.0,IN,220,62183
7351 W. Holton Avenue,69,Balmora,HS,L,1,Michele,Michele E. Gray,F,Brown,62.1,Gray,E.,W,42.9,PA,142,22724
5918 S. Arthur Road,20,Smalltown,GS,U,0,Luke,Luke G. Walker,M,Brown,70.75,Walker,G.,W,68.5,PA,193,81182
8211 W. Pine Road,49,Atlantis,PHD,S,0,Alexia,Alexia A. Kelly,F,Brown,61.57,Kelly,A.,W,57.330000000000005,MS,126,67781
895 S. Pine Road,60,Bedrock,4YD,H,3,Giovanni,Giovanni W. Green,M,Blonde,69.06,Green,W.,W,51.0,MO,170,74133
7277 W. GreenField Avenue,50,Thundera,HS,L,1,Helen,Helen G. Burns,F,Black,66.72,Burns,G.,W,49.92,MN,132,14127
8950 W. Cedar Avenue,75,Sacramento,4YD,S,1,Xaviera,Xaviera E. Bennett,F,Black,64.18,Bennett,E.,B,46.800000000000004,CA,131,58213
8355 S. Lake Street,18,Los Angeles,GS,U,1,Christina,Christina B. Williams,F,Brown,63.16,Williams,B.,W,55.38,CA,151,13816
5928 N. 75th Street,64,Springfield,PHD,H,1,Andre,Andre J. Morris,M,Red,75.37,Morris,J.,W,74.0,AZ,167,72544
3732 W. Locust Blvd.,50,New York,HS,C,1,Nancy,Nancy M. Davis,F,Black,63.83,Davis,M.,W,53.43,NY,145,78664
7313 E. North Blvd.,45,Smalltown,MAS,U,1,Emma,Emma A. Marshall,F,Blonde,62.61,Marshall,A.,W,56.160000000000004,GA,175,17983
9656 W. 84th Street,37,Eerie,MAS,H,0,Zerlina,Zerlina E. Valencia,F,Black,65.43,Valencia,E.,H,42.9,MN,126,39640
1418 N. 17th Street,70,Smalltown,PHD,S,3,Emeterio,Emeterio S. Guzman,M,Black,65.7,Guzman,S.,H,62.0,SC,172,87467
2411 E. Oak Street,36,Braavos,PHD,C,2,Bradley,Bradley G. Hansen,M,Brown,72.71,Hansen,G.,W,62.0,KY,156,32282
3805 N. Oak Street,27,Buffalo,GS,L,0,Tracy,Tracy M. Wallace,F,Blonde,67.22,Wallace,M.,W,44.07,NY,151,38753
3939 E. Arthur Road,53,Buffalo,GS,E,0,Jessica,Jessica M. West,F,Brown,65.57,West,M.,W,39.78,NY,169,42723
5300 N. National Avenue,53,Buffalo,MAS,L,2,Shakia,Shakia I. Robinson,F,Black,66.97,Robinson,I.,B,49.53,NY,127,64876
1832 N. Washington Road,24,Blackwater,GS,L,0,Betty,Betty H. Harris,F,Red,58.91,Harris,H.,W,53.43,MS,155,81844
7082 E. Holton Avenue,54,River West,MAS,L,1,Camilo,Camilo D. Macias,M,Black,72.57,Macias,D.,H,64.0,NE,181,48076
796 E. Chambers Street,21,Lakeview,2YD,E,0,Frederick,Frederick C. Bell,M,Red,76.09,Bell,C.,W,51.0,NM,176,74505
2252 S. Lake Avenue,48,Los Angeles,4YD,L,3,Daegel,Daegel C. Turner,M,Black,65.79,Turner,C.,B,64.0,CA,152,36666
2348 S. Main Street,40,Thundera,2YD,E,2,Howard,Howard J. Sanders,M,Blonde,68.2,Sanders,J.,W,55.0,IL,143,71527
3891 E. Garfield Road,44,King's Landing,GS,H,0,Adam,Adam W. Allen,M,Blonde,68.81,Allen,W.,W,63.5,UT,191,25904
5682 W. Lake Avenue,62,San Antonio,HS,C,1,Lana,Lana Koury,F,Black,67.55,Koury, ,A,44.85,TX,142,78441
7439 N. Maple Street,50,Smalltown,GS,L,1,Hermógenes,Hermógenes J. Zamora,M,Black,64.5,Zamora,J.,H,63.5,CO,169,39176
9099 N. 75th Street,58,Metropolis,2YD,E,2,Rafaela,Rafaela C. Figueroa,F,Black,63.23,Figueroa,C.,H,42.9,NM,113,74699
4145 W. GreenField Avenue,45,Oldtown,PHD,C,3,Wayne,Wayne D. Baker,M,Brown,71.13,Baker,D.,W,53.0,HI,189,29573
5412 W. 84th Blvd.,75,Thundera,HS,U,5,Marcos,Marcos M. Price,M,Brown,63.75,Price,M.,W,60.0,PA,169,17048
7373 W. Elm Street,71,Olympus,HS,U,0,Teodoro,Teodoro J. Lopez,M,Black,64.05,Lopez,J.,H,58.5,SD,155,57123
